time_now,day_night,optical_density,transmittance,od_raw,temperature,light_intensity_a,light_intensity_rpi,fm,fo,fj,fi,vj,fm_fi,fi_fj,fj_fo,fi_fo,fm_fj,variable_fluorescence,quantum_yield
12/09/2019 11:36:45,Day,0.197,63.52,524.0,21.33,1016.0,185.0,2.56,1.28875855327468,2.56,2.56,1.0,0.0,0.0,1.27124144672532,1.27124144672532,0.0,1.27124144672532,0.5
12/09/2019 11:41:03,Day,0.218,60.48,499.0,21.33,1011.0,186.0,2.56,0.795777126099707,2.10455522971652,2.56,0.74,0.0,0.45544477028348,1.30877810361681,1.76422287390029,0.45544477028348,1.76422287390029,0.69
12/09/2019 11:51:02,Day,0.221,60.12,496.0,21.76,1012.0,187.0,1.78424242424242,0.528015640273705,1.4213880742913,1.7116715542522,0.71,0.0725708699902248,0.290283479960899,0.893372434017595,1.18365591397849,0.362854349951124,1.25622678396872,0.7
12/09/2019 12:01:03,Day,0.221,60.12,496.0,21.76,1016.0,187.0,1.66162267839687,0.520508308895406,1.31628543499511,1.59906158357771,0.7,0.0625610948191595,0.2827761485826,0.795777126099707,1.07855327468231,0.34533724340176,1.14111436950147,0.69
12/09/2019 12:11:03,Day,0.221,60.12,496.0,22.08,1010.0,188.0,1.63659824046921,0.497986314760508,1.30377321603128,1.55151515151515,0.71,0.0850830889540568,0.247741935483871,0.805786901270772,1.05352883675464,0.332825024437928,1.1386119257087,0.7
12/09/2019 12:21:02,Day,0.221,60.12,496.0,22.29,1012.0,189.0,1.61657869012708,0.497986314760508,1.31878787878788,1.54400782013685,0.73,0.0725708699902248,0.225219941348973,0.82080156402737,1.04602150537634,0.297790811339198,1.11859237536657,0.69
12/09/2019 12:31:02,Day,0.221,60.12,496.0,22.4,1013.0,190.0,1.63159335288368,0.490478983382209,1.29126099706745,1.56402737047898,0.7,0.0675659824046924,0.272766373411535,0.800782013685239,1.07354838709677,0.340332355816227,1.14111436950147,0.7
12/09/2019 12:41:03,Day,0.224,59.64,492.0,22.29,1016.0,190.0,1.63159335288368,0.497986314760508,1.33130009775171,1.56152492668622,0.74,0.0700684261974587,0.230224828934506,0.833313782991202,1.06353861192571,0.300293255131965,1.13360703812317,0.69
12/09/2019 12:51:03,Day,0.227,59.27,489.0,22.51,1013.0,191.0,1.63659824046921,0.487976539589443,1.31628543499511,1.56152492668622,0.72,0.0750733137829913,0.245239491691105,0.828308895405669,1.07354838709677,0.320312805474096,1.14862170087977,0.7
12/09/2019 13:01:02,Day,0.229,59.03,487.0,22.62,1011.0,192.0,1.63910068426197,0.518005865102639,1.34130987292278,1.56152492668622,0.73,0.0775757575757576,0.220215053763441,0.823304007820137,1.04351906158358,0.297790811339198,1.12109481915934,0.68
12/09/2019 13:11:03,Day,0.23,58.91,486.0,22.51,1018.0,192.0,1.67163245356794,0.518005865102639,1.35131964809384,1.58154447702835,0.72,0.0900879765395894,0.230224828934506,0.833313782991202,1.06353861192571,0.320312805474096,1.1536265884653,0.69
12/09/2019 13:21:03,Day,0.229,59.03,487.0,22.94,1019.0,192.0,1.66162267839687,0.518005865102639,1.32879765395894,1.59155425219941,0.71,0.0700684261974587,0.262756598240469,0.810791788856305,1.07354838709677,0.332825024437928,1.14361681329423,0.69
12/09/2019 13:31:03,Day,0.232,58.67,484.0,22.94,1016.0,192.0,1.67163245356794,0.528015640273705,1.36883675464321,1.58654936461388,0.74,0.0850830889540568,0.217712609970675,0.840821114369501,1.05853372434018,0.302795698924731,1.14361681329423,0.68
12/09/2019 13:41:03,Day,0.233,58.55,483.0,22.94,1013.0,193.0,1.6891495601173,0.535522971652004,1.36883675464321,1.59655913978495,0.72,0.092590420332356,0.22772238514174,0.833313782991202,1.06103616813294,0.320312805474096,1.1536265884653,0.68
